route_id,service_id,trip_id,trip_headsign,wheelchair_accessible,block_id,direction_id,exceptional
L240D99,1,2927,"Rájec-Jestřebí, železniční stanice",1,,1,0
L240D99,1,2928,"Sloup",1,,0,0
L240D99,1,2929,"Rájec-Jestřebí, železniční stanice",1,,1,0
L240D99,1,2930,"Sloup",1,,0,0
L240D99,1,2931,"Rájec-Jestřebí, železniční stanice",1,,1,0
L240D99,1,2932,"Kuničky",1,,0,0
L240D99,1,2933,"Rájec-Jestřebí, železniční stanice",1,,1,0
L240D99,1,2934,"Sloup",1,,0,0
L240D99,1,2935,"Rájec-Jestřebí, železniční stanice",1,,1,0
L240D99,1,2936,"Sloup",1,,0,0
L245D99,2,2937,"Lysice, pohostinství",2,,0,0
L245D99,2,2938,"Kunice",2,,1,0
L245D99,2,2939,"Lysice, pohostinství",2,,0,0
L245D99,2,2940,"Kunice",2,,1,0
L245D99,2,2941,"Lysice, pohostinství",2,,0,0
L245D99,2,2942,"Kunice",2,,1,0
L245D99,2,2943,"Lysice, pohostinství",2,,0,0
L245D99,2,2944,"Kunice",2,,1,0
L245D99,2,2945,"Lysice, pohostinství",2,,0,0
L257D99,2,2946,"Bedřichov",2,,0,0
L257D99,2,2947,"Lysice, pohostinství",2,,1,0
L245D99,2,2948,"Kunice",2,,1,0
L245D99,2,2949,"Lysice, pohostinství",2,,0,0
L257D99,2,2950,"Lomnice, náměstí",2,,0,0
L257D99,2,2951,"Lysice, pohostinství",2,,1,0
L245D99,2,2952,"Kunice",2,,1,0
L245D99,2,2953,"Lysice, pohostinství",2,,0,0
L245D99,2,2954,"Kunice",2,,1,0
L250D99,1,2955,"Boskovice, Kosmonautů",1,107,0,0
L250D99,1,2956,"Skalice nad Svitavou, žel.st.",1,107,1,0
L250D99,1,2957,"Boskovice, Kosmonautů",1,108,0,0
L250D99,1,2958,"Skalice nad Svitavou, žel.st.",1,108,1,0
L258D99,1,2959,"Obora, Hutě",1,,0,0
L258D99,1,2960,"Skalice nad Svitavou, žel.st.",1,,1,0
L250D99,1,2961,"Boskovice, Hybešova 55",1,109,0,0
L250D99,1,2962,"Skalice nad Svitavou, žel.st.",1,109,1,0
L250D99,1,2963,"Boskovice, aut.st.",1,,0,0
L250D99,1,2964,"Boskovice, hřbitov",1,,0,0
L250D99,1,2965,"Skalice nad Svitavou, žel.st.",1,,1,0
L250D99,1,2966,"Boskovice, Kosmonautů",1,110,0,0
L250D99,1,2967,"Boskovice, Kaufland",1,110,1,0
L250D99,1,2968,"Boskovice, Kosmonautů",1,111,0,0
L250D99,1,2969,"Skalice nad Svitavou, žel.st.",1,111,1,0
L250D99,1,2970,"Boskovice, Kosmonautů",1,112,0,0
L250D99,1,2971,"Skalice nad Svitavou, žel.st.",1,112,1,0
L250D99,1,2972,"Boskovice, Kosmonautů",1,,0,0
L250D99,1,2973,"Skalice nad Svitavou, žel.st.",1,,1,0
L250D99,1,2974,"Boskovice, Kosmonautů",1,113,0,0
L250D99,1,2975,"Boskovice, aut.st.",1,113,1,0
L162D99,1,2976,"Černá Hora, nám.",1,,0,0
L235D99,1,2977,"Lubě",1,,1,0
L235D99,1,2978,"Černá Hora, nám.",1,114,0,0
L162D99,1,2979,"Boskovice, 17. listopadu",1,114,1,0
L234D99,1,2980,"Blansko, aut. st.",1,,0,0
L234D99,1,2981,"Boskovice, 17. listopadu",1,,1,0
L250D99,1,2982,"Boskovice, hřbitov",1,,0,0
L250D99,1,2983,"Boskovice, aut.st.",1,115,1,0
L257D99,1,2984,"Kozárov",1,115,0,0
L257D99,1,2985,"Boskovice, aut.st.",1,,1,0
L256D99,1,2986,"Kunštát, nám.",1,,0,0
L256D99,1,2987,"Boskovice, aut.st.",1,,1,0
L250D99,1,2988,"Boskovice, 17. listopadu",1,,0,0
L251D99,1,2989,"Boskovice, aut.st.",1,,1,0
L251D99,1,2990,"Jevíčko, nám.",1,,0,0
L251D99,1,2991,"Boskovice, aut.st.",1,,1,0
L252D99,1,2992,"Boskovice, aut.st.",1,,0,0
L251D99,1,2993,"Velké Opatovice, aut.st.",1,,0,0
L251D99,1,2994,"Boskovice, aut.st.",1,,1,0
L251D99,1,2995,"Velké Opatovice, aut.st.",1,,0,0
L251D99,1,2996,"Boskovice, aut.st.",1,,1,0
L251D99,1,2997,"Velké Opatovice, aut.st.",1,,0,0
L251D99,1,2998,"Boskovice, aut.st.",1,116,1,0
L234D99,1,2999,"Blansko, aut. st.",1,116,0,0
L718D99,1,3000,"Královo Pole, nádraží",1,116,0,1
L718D99,1,3001,"Blansko, aut. st.",1,,1,1
L234D99,1,3002,"Boskovice, Sušilova ZŠ II",1,,1,0
L251D99,1,3003,"Jevíčko, nám.",1,,0,0
L291D99,1,3004,"Horní Štěpánov, točna",1,,0,1
L291D99,1,3005,"Jevíčko, nám.",1,117,1,1
L251D99,1,3006,"Boskovice, aut.st.",1,117,1,0
L234D99,1,3007,"Blansko, aut. st.",1,,0,0
L718D99,1,3008,"Královo Pole, nádraží",1,,0,1
L718D99,1,3009,"Blansko, aut. st.",1,118,1,1
L234D99,1,3010,"Boskovice, aut.st.",1,118,1,0
L251D99,1,3011,"Jevíčko, nám.",1,118,0,0
L290D99,1,3012,"Cetkovice",1,,1,0
L290D99,1,3013,"Jevíčko, nám.",1,,0,0
L251D99,1,3014,"Boskovice, aut.st.",1,,1,0
L251D99,1,3015,"Cetkovice",1,,0,0
L290D99,1,3016,"Jevíčko, nám.",1,,0,0
L291D99,1,3017,"Jevíčko, nám.",1,119,1,1
L251D99,1,3018,"Boskovice, aut.st.",1,119,1,0
L234D99,1,3019,"Blansko, aut. st.",1,119,0,0
L718D99,1,3020,"Královo Pole, nádraží",1,119,0,1
L250D99,1,3021,"Boskovice, Kosmonautů",1,,0,0
L250D99,1,3022,"Skalice nad Svitavou, žel.st.",1,,1,0
L251D99,1,3023,"Jevíčko, nám.",1,,0,0
L290D99,1,3024,"Cetkovice",1,,1,0
L290D99,1,3025,"Úsobrno, závod",1,,0,0
L290D99,1,3026,"Cetkovice",1,,1,0
L290D99,1,3027,"Jevíčko, nám.",1,,0,0
L251D99,1,3028,"Boskovice, aut.st.",1,,1,0
L162D99,1,3029,"Černá Hora, nám.",1,,0,0
L162D99,1,3030,"Boskovice, 17. listopadu",1,,1,0
L253D99,1,3031,"Velké Opatovice, aut.st.",1,,0,0
L253D99,1,3032,"Boskovice, aut.st.",1,,1,0
L253D99,1,3033,"Velké Opatovice, aut.st.",1,,0,0
L271D99,1,3034,"Malá Roudka, Skočova Lhota",1,,1,1
L271D99,1,3035,"Velké Opatovice, aut.st.",1,,0,1
L291D99,1,3036,"Horní Štěpánov, točna",1,,0,1
L250D99,1,3037,"Skalice nad Svitavou, žel.st.",1,,1,0
L250D99,1,3038,"Boskovice, 17. listopadu",1,,0,0
L250D99,1,3039,"Skalice nad Svitavou, žel.st.",1,,1,0
L251D99,1,3040,"Jevíčko, nám.",1,,0,0
L290D99,1,3041,"Cetkovice",1,,1,0
L290D99,1,3042,"Jevíčko, nám.",1,,0,0
L251D99,1,3043,"Skalice nad Svitavou, žel.st.",1,,1,0
L250D99,1,3044,"Boskovice, Kosmonautů",1,120,0,0
L250D99,1,3045,"Skalice nad Svitavou, žel.st.",1,120,1,0
L251D99,1,3046,"Jevíčko, nám.",1,,0,0
L290D99,1,3047,"Cetkovice",1,,1,0
L290D99,1,3048,"Jevíčko, nám.",1,,0,0
L251D99,1,3049,"Skalice nad Svitavou, žel.st.",1,,1,0
L251D99,1,3050,"Velké Opatovice, aut.st.",1,,0,0
L251D99,1,3051,"Skalice nad Svitavou, žel.st.",1,,1,0
L251D99,1,3052,"Jevíčko, nám.",1,,0,0
L251D99,1,3053,"Boskovice, aut.st.",1,,1,0
L251D99,1,3054,"Boskovice, aut.st.",1,,1,0
L256D99,1,3055,"Kunštát, nám.",1,,0,0
L256D99,1,3056,"Boskovice, 17. listopadu",1,,1,0
L253D99,1,3057,"Velké Opatovice, aut.st.",1,,0,0
L253D99,1,3058,"Boskovice, aut.st.",1,,1,0
L251D99,1,3059,"Jevíčko, nám.",1,,0,0
